iter	Logloss
235	0.3315637025
236	0.3310828764
237	0.3303223726
238	0.3297803772
239	0.3291767216
240	0.328536055
241	0.3279024736
242	0.3272530546
243	0.3268074758
244	0.3261866615
245	0.3254910677
246	0.3250499896
247	0.3244229991
248	0.3236589996
249	0.3231616385
250	0.3226564803
251	0.3219933604
252	0.321553003
253	0.3209062862
254	0.3203999455
255	0.3198057917
256	0.319186876
257	0.318636176
258	0.3179084306
259	0.3173149404
260	0.3168002537
261	0.316303661
262	0.3157266123
263	0.3152921241
264	0.3149191753
265	0.3143223962
266	0.313873876
267	0.3133971662
268	0.3129420512
269	0.3122885303
270	0.3118846462
271	0.3113319543
272	0.3109324038
273	0.310321367
274	0.3097322575
275	0.3091794205
276	0.3088146681
277	0.3082857114
278	0.3078052518
279	0.3073895997
280	0.3070323309
281	0.306626203
282	0.3061760671
283	0.3056426392
284	0.3052810351
285	0.3047274523
286	0.3041683552
287	0.3037986968
288	0.3034307976
289	0.3028599636
290	0.3023188754
291	0.3018343602
292	0.3013811635
293	0.3008994961
294	0.3004434895
295	0.3000649179
296	0.299609874
297	0.2992512975
298	0.2987211629
299	0.2982940204
300	0.2978095794
301	0.2972922011
302	0.2969591997
303	0.2966294008
304	0.2962171967
305	0.2957693382
306	0.2952912034
307	0.2948995316
308	0.2942875637
309	0.2937744107
310	0.293448219
311	0.2931642426
312	0.2927379732
313	0.2922327896
314	0.2918706915
315	0.2915952846
316	0.2910662282
317	0.2905827813
318	0.2901002915
319	0.289648293
320	0.2892220651
321	0.2889334209
322	0.2885439768
323	0.2882016698
324	0.2878359764
325	0.2875663763
326	0.2871655231
327	0.2868756229
328	0.2864033814
329	0.2860895789
330	0.2855564138
331	0.2851881316
332	0.2848722047
333	0.28443306
334	0.2839762589
335	0.2835541304
336	0.2832854755
337	0.2828601538
338	0.2824900377
339	0.2819649805
340	0.2816542265
341	0.2812347952
342	0.2809897563
343	0.2806198157
344	0.2802382872
345	0.2798760895
346	0.2795014116
347	0.2790794961
348	0.278779451
349	0.2785317981
350	0.2781592736
351	0.2776352897
352	0.2773222007
353	0.2769435234
354	0.2766991854
355	0.276216391
356	0.2759214012
357	0.2756791451
358	0.2753653665
359	0.2751169843
360	0.2748148373
361	0.2745066899
362	0.2742954487
363	0.2739134956
364	0.2735504749
365	0.2732752483
366	0.2728242694
367	0.272422804
368	0.2722488555
369	0.2720010116
370	0.271666092
371	0.2713390589
372	0.270952634
373	0.2706150332
374	0.2702725663
375	0.2700004419
376	0.2697561537
377	0.2694235274
378	0.2689737073
379	0.2686555248
380	0.2683939262
381	0.2678839242
382	0.2674990911
383	0.2671386406
384	0.2668188483
385	0.2665868729
386	0.2662451132
387	0.2659954121
388	0.2656582301
389	0.2653600454
390	0.2650612886
391	0.2647747609
392	0.2644191021
393	0.2640725329
394	0.2637555789
395	0.2634552941
396	0.26307227
397	0.2627786337
398	0.2623632024
399	0.2621806887
400	0.2619485091
401	0.2616347264
402	0.2613616707
403	0.2610579133
404	0.2608564971
405	0.2605578676
406	0.2603607389
407	0.2600726056
408	0.2598332191
409	0.2595957202
410	0.2593864253
411	0.2590987865
412	0.2588789917
413	0.2585794155
414	0.2582909787
415	0.2580394541
416	0.2578362686
417	0.2575160496
418	0.2571305703
419	0.2568112483
420	0.2565284907
421	0.2562297264
422	0.255856136
423	0.2554891846
424	0.2551400543
425	0.2548479843
426	0.254489774
427	0.2542082232
428	0.2539720816
429	0.2537901509
430	0.2535259426
431	0.2533156589
432	0.2530770956
433	0.2527981556
434	0.2525185508
435	0.2522761761
436	0.2520049828
437	0.2517742019
438	0.2515266635
439	0.251245842
440	0.2510287486
441	0.250845711
442	0.2505701044
443	0.2503350669
444	0.2500770923
445	0.2499087592
446	0.24968685
447	0.2494451139
448	0.2491343944
449	0.2488758059
450	0.2485379905
451	0.2482687667
452	0.2479979837
453	0.2477580871
454	0.2475393023
455	0.2472449993
456	0.246904575
457	0.2467174749
458	0.2465388741
459	0.2462516296
460	0.2461054763
461	0.2458788268
462	0.2457278165
463	0.2454671667
464	0.2451998169
465	0.2450090647
466	0.2447091091
467	0.2444886929
468	0.2443221644
469	0.2440570032
470	0.243842879
471	0.2436859264
472	0.2435013884
473	0.2432323491
474	0.2429812165
475	0.2427675687
476	0.2424086955
477	0.2421009424
478	0.2417931517
479	0.2416229917
480	0.241381194
481	0.2411088397
482	0.2407732343
483	0.2405995732
484	0.2402848766
485	0.2400746968
486	0.2398878346
487	0.2396977177
488	0.2394317067
489	0.2392475333
490	0.2388800729
491	0.2385894875
492	0.2383822969
493	0.2381576831
494	0.2379631703
495	0.2378157592
496	0.2375610211
497	0.2373588361
498	0.2371615584
499	0.2369692847
500	0.236777449
501	0.2366078409
502	0.2363814757
503	0.2361168917
504	0.2359134217
505	0.2357013406
506	0.235463362
507	0.2352021753
508	0.2349081523
509	0.2346342324
510	0.2344034552
511	0.2341830136
512	0.2340055267
513	0.2338088385
514	0.2335981316
515	0.2334478298
516	0.2332432558
517	0.2330496462
518	0.2328185251
519	0.2325788018
520	0.2323616846
521	0.2321510256
522	0.2319212576
523	0.2317685444
524	0.2315577797
525	0.231238605
526	0.2310321107
527	0.2307807767
528	0.2305417809
529	0.2302448492
530	0.2300546534
531	0.2297635229
532	0.2295673772
533	0.2294010603
534	0.2291815131
535	0.2289861829
536	0.2288134002
537	0.2286158956
538	0.2284692968
539	0.2282833882
540	0.2280730584
541	0.2279100596
542	0.2277089048
543	0.2274216001
544	0.2272487068
545	0.2270271665
546	0.2268444698
547	0.2266070442
548	0.2262872009
549	0.226070136
550	0.2259070894
551	0.2257318326
552	0.2255494255
553	0.2253723587
554	0.2252068582
555	0.2250418108
556	0.2247981334
557	0.2245820299
558	0.2244299051
559	0.2242847519
560	0.224087384
561	0.2239096384
562	0.223757145
563	0.2235802354
564	0.2233448984
565	0.2231592126
566	0.2229466715
567	0.2228151784
568	0.2226516898
569	0.2224901311
570	0.2223001331
571	0.2221389398
572	0.2219323028
573	0.2217372467
574	0.2215912057
575	0.2214176082
576	0.2211882334
577	0.2210213328
578	0.22082597
579	0.2206463105
580	0.2204552941
581	0.220294483
582	0.2201471938
583	0.2198897721
584	0.219690606
585	0.2195469641
586	0.2194022967
587	0.2192414061
588	0.2191063271
589	0.2189087783
590	0.2187193653
591	0.2185660657
592	0.2184315806
593	0.2182568344
594	0.2180949298
595	0.2179615066
596	0.2177907676
597	0.2176179511
598	0.2173303638
599	0.2171439663
600	0.216892129
601	0.2167234793
602	0.2165173711
603	0.2163010051
604	0.216141276
605	0.2159261771
606	0.2157198069
607	0.2155307314
608	0.2153042451
609	0.2150983501
610	0.2149424145
611	0.2147826767
612	0.214631998
613	0.214445271
614	0.2142817945
615	0.214143647
616	0.2139905962
617	0.2137869292
618	0.2136232647
619	0.2134753757
620	0.213283981
621	0.2130810675
622	0.2128345328
623	0.2125920502
624	0.2124556642
625	0.212323088
626	0.2121660033
627	0.2120161125
628	0.2118502711
629	0.2116770172
630	0.2115060062
631	0.2112750192
632	0.2110535326
633	0.210868599
634	0.2107417431
635	0.2105165007
636	0.2102765362
637	0.2101324117
638	0.2099922503
639	0.2098333101
640	0.2096190068
641	0.2094560013
642	0.2093121022
643	0.2090886953
644	0.2089391654
645	0.2087373102
646	0.2086326227
647	0.2084279782
648	0.2082541018
649	0.2080713972
650	0.2079674793
651	0.2078330588
652	0.2077076781
653	0.2075233189
654	0.2074048625
655	0.2072587953
656	0.207064623
657	0.2069099654
658	0.2067675152
659	0.2066177997
660	0.2064248568
661	0.2062779242
662	0.2061143672
663	0.2059815076
664	0.2058160965
665	0.2056743336
666	0.2054578253
667	0.2052998881
668	0.2050874072
669	0.2049519922
670	0.2047357133
671	0.2046123318
672	0.2044475939
673	0.2043298401
674	0.2041833475
675	0.2039335813
676	0.2037248346
677	0.2035886955
678	0.2034191234
679	0.2032508888
680	0.2031304454
681	0.2030130477
682	0.2029014699
683	0.2027714787
684	0.2026126266
685	0.2024381652
686	0.2022986591
687	0.2021763442
688	0.2020239636
689	0.2019141445
690	0.2017252337
691	0.2014997927
692	0.2013103902
693	0.2011503944
694	0.2009774501
695	0.2007897419
696	0.2005888988
697	0.2004702389
698	0.200355938
699	0.200198042
700	0.2000958725
701	0.1999731999
702	0.19983271
703	0.1996988769
704	0.199511451
705	0.1994086113
706	0.1991312562
707	0.1989770879
708	0.198749965
709	0.1985557345
710	0.1984406732
711	0.1982416071
712	0.1981059917
713	0.1979594538
714	0.1977977196
715	0.1976542485
716	0.1974878135
717	0.1973664505
718	0.1971986345
719	0.1970841762
720	0.1968902856
721	0.1967107566
722	0.1965287501
723	0.1964273742
724	0.19628837
725	0.1961279136
726	0.1960086297
727	0.1958884364
728	0.1957231486
729	0.1955790106
730	0.1954335337
731	0.1953036797
732	0.1951481051
733	0.1949735902
734	0.1948445942
735	0.1947332345
736	0.1945993245
737	0.1944767183
738	0.1942620757
739	0.1941018281
740	0.1940049222
741	0.1938787687
742	0.1937830928
743	0.1936768477
744	0.1935671655
745	0.193413683
746	0.1933150544
747	0.1931868075
748	0.1930603173
749	0.1929226013
750	0.1927401593
751	0.1925548684
752	0.1924327404
753	0.1923081098
754	0.1921916938
755	0.1920381687
756	0.1919145688
757	0.1917953208
758	0.1916380524
759	0.1914702902
760	0.1913460464
761	0.1911746601
762	0.1910524389
763	0.1908949791
764	0.1907335035
765	0.1905562072
766	0.1904582741
767	0.1903094223
768	0.1902260668
769	0.1900849984
770	0.1899755955
771	0.189748971
772	0.189633476
773	0.1894119041
774	0.1892812979
775	0.1891605931
776	0.1890317529
777	0.18888351
778	0.1888021345
779	0.1886734083
780	0.1885648087
781	0.1884704693
782	0.188376409
783	0.1882814758
784	0.1881041039
785	0.1879970803
786	0.1878710753
787	0.1877049289
788	0.1875651482
789	0.1874266579
790	0.1872844942
791	0.1871701163
792	0.1870202301
793	0.186881402
794	0.1866960621
795	0.186541533
796	0.1864466354
797	0.186288116
798	0.186164337
799	0.1860324773
800	0.1858743431
801	0.1857686082
802	0.1856353246
803	0.1855156867
804	0.1853722936
805	0.1852300146
806	0.1850997977
807	0.1849488508
808	0.1848129226
809	0.1846646225
810	0.1844329445
811	0.1843136056
812	0.1842045017
813	0.1840930804
814	0.1839459552
815	0.1837777857
816	0.1836484079
817	0.1834752606
818	0.1833511046
819	0.1832103305
820	0.1831083248
821	0.1829826813
822	0.1828244725
823	0.182729991
824	0.1825841765
825	0.1824678109
826	0.1823171966
827	0.1822046924
828	0.1820308349
829	0.1818544211
830	0.1817412065
831	0.1815955516
832	0.18148141
833	0.1813611254
834	0.181198641
835	0.1810576878
836	0.1809250694
837	0.1807990514
838	0.1806426313
839	0.1805170569
840	0.1803566265
841	0.1802932676
842	0.1801670265
843	0.1800542996
844	0.1799580759
845	0.1798643447
846	0.1797333302
847	0.1795999706
848	0.1794338607
849	0.179357525
850	0.1792545937
851	0.1791748896
852	0.1790232541
853	0.178927526
854	0.1788434389
855	0.1786672722
856	0.1785206736
857	0.1784173701
858	0.1783163177
859	0.1781969548
860	0.1780399818
861	0.1779204349
862	0.1777783126
863	0.1775861195
864	0.1774660122
865	0.1773248886
866	0.1772345676
867	0.1770908071
868	0.176962604
869	0.1768394601
870	0.1767469456
871	0.1765915501
872	0.1764406567
873	0.1763311041
874	0.176213935
875	0.176058631
876	0.1759632604
877	0.175798107
878	0.1756674533
879	0.1755852289
880	0.1754958417
881	0.1754387693
882	0.1753327958
883	0.1752525612
884	0.1751319418
885	0.175021829
886	0.1749380141
887	0.1748396963
888	0.1747142681
889	0.1745857926
890	0.1744794613
891	0.1743108734
892	0.1741886303
893	0.1740762978
894	0.1739826561
895	0.1738608189
896	0.1737317145
897	0.1736563245
898	0.1735858853
899	0.1734425838
900	0.1732921489
901	0.1731371337
902	0.1730336737
903	0.1728903161
904	0.1727708871
905	0.1726615164
906	0.1725670275
907	0.1724498174
908	0.172295546
909	0.172196639
910	0.1720798002
911	0.171938383
912	0.1718437235
913	0.1717113749
914	0.1715064893
915	0.1714414379
916	0.1713492155
917	0.1712206161
918	0.1711337647
919	0.171030807
920	0.1708987044
921	0.1708060542
922	0.1706599879
923	0.1705568072
924	0.1704421634
925	0.1703250639
926	0.1702531514
927	0.1701694143
928	0.1700818115
929	0.1699384861
930	0.1698112259
931	0.1697172312
932	0.1696047915
933	0.169466238
934	0.1693768426
935	0.1692525378
936	0.1691232368
937	0.1690362391
938	0.1689230243
939	0.1687398121
940	0.1686284689
941	0.1685376696
942	0.1684302703
943	0.1683284864
944	0.1682558538
945	0.1681496486
946	0.1680359126
947	0.1678704004
948	0.1677882141
949	0.1676963995
950	0.167581623
951	0.1674539662
952	0.1673804221
953	0.1672960512
954	0.1671809466
955	0.1670807175
956	0.1668997088
957	0.1668339556
958	0.1667387931
959	0.1666130544
960	0.166494397
961	0.1663407314
962	0.1662328127
963	0.1661217057
964	0.165983148
965	0.1658766948
966	0.1657642274
967	0.1656464819
968	0.1655212004
969	0.1654518172
970	0.1653388043
971	0.1652050242
972	0.1651067661
973	0.165020293
974	0.1649285508
975	0.1648430529
976	0.1647328565
977	0.1646025387
978	0.1644736267
979	0.1644014374
980	0.1642949304
981	0.1641885955
982	0.1640586794
983	0.1639370953
984	0.1638106906
985	0.1637326721
986	0.1636196394
987	0.1635529647
988	0.1634662918
989	0.1633905075
990	0.1633054632
991	0.1632166223
992	0.1631102686
993	0.1630183299
994	0.1629135877
995	0.1628087165
996	0.1626926304
997	0.1626247047
998	0.1625225178
999	0.1624571217
1000	0.162332292
1001	0.1622636652
1002	0.1621233534
1003	0.1620470285
1004	0.1619403101
1005	0.1618682776
1006	0.1617533272
1007	0.1616356206
1008	0.1615179927
1009	0.1614365302
1010	0.1613340326
1011	0.1612523376
1012	0.161121759
1013	0.1609707235
1014	0.1608804548
1015	0.1607667708
1016	0.160638169
1017	0.1604938804
1018	0.1603552881
1019	0.1602559839
1020	0.1601747234
1021	0.1600721162
1022	0.1599755615
1023	0.1598788795
1024	0.1597601629
1025	0.1596692384
1026	0.1595647624
1027	0.1594597987
1028	0.1593846444
1029	0.1592907248
1030	0.1591653416
1031	0.1590520632
1032	0.1589535764
1033	0.1588314195
1034	0.1586784032
1035	0.1585428204
1036	0.1584200326
1037	0.1583283305
1038	0.1582366047
1039	0.158116834
1040	0.158042103
1041	0.1579744208
1042	0.157873352
1043	0.1577561185
1044	0.1576622673
1045	0.1575857293
1046	0.1575054543
1047	0.1573440088
1048	0.1572243955
1049	0.1571541537
1050	0.1570904781
1051	0.1570314662
1052	0.1569481703
1053	0.1568270684
1054	0.1567390532
1055	0.1566248713
1056	0.1565766214
1057	0.1564921323
1058	0.1564322569
1059	0.1563129883
1060	0.1562079148
1061	0.1560964096
1062	0.1560059056
1063	0.1559350973
1064	0.1558634935
1065	0.1557653298
1066	0.1556465366
1067	0.1555616466
1068	0.1554087593
1069	0.1552598723
1070	0.1551556908
1071	0.155050632
1072	0.1549671037
1073	0.1549163818
1074	0.1548447173
1075	0.1547450699
1076	0.1546653163
1077	0.1545428981
1078	0.1544639677
1079	0.1543515499
1080	0.1542224873
1081	0.1541787657
1082	0.1540767079
1083	0.1539871378
1084	0.153873522
1085	0.1537786352
1086	0.153706334
1087	0.1536330062
1088	0.1535427791
1089	0.1534912698
1090	0.1534253527
1091	0.1533377434
1092	0.1532751748
1093	0.1532143785
1094	0.1531317788
1095	0.1530493893
1096	0.1529278644
1097	0.1528157095
1098	0.1527341164
1099	0.1526390019
1100	0.1525705735
1101	0.1524827236
1102	0.1523408001
1103	0.152253198
1104	0.1521722646
1105	0.1521034721
1106	0.1520072553
1107	0.1519250716
1108	0.1518395062
1109	0.1517670415
1110	0.1516846042
1111	0.1516167603
1112	0.1515239047
1113	0.1514340993
1114	0.1513368595
1115	0.1512116582
1116	0.1511338727
1117	0.1510377514
1118	0.1509616501
1119	0.1508765039
1120	0.1507666928
1121	0.1506337791
1122	0.1505318841
1123	0.1504257921
1124	0.150357633
1125	0.1502737163
1126	0.1501997754
1127	0.1500700703
1128	0.1499941922
1129	0.1498968446
1130	0.1498223781
1131	0.1497042911
1132	0.1496184305
1133	0.1495646893
1134	0.1494530876
1135	0.1493891494
1136	0.1493337173
1137	0.1492332315
1138	0.1491318023
1139	0.1490021042
1140	0.1489169895
1141	0.148855469
1142	0.1487572534
1143	0.1486668223
1144	0.14857757
1145	0.1484902746
1146	0.1483859756
1147	0.1482873234
1148	0.1482278884
1149	0.148144054
1150	0.148068174
1151	0.1479861609
1152	0.1478692696
1153	0.147831129
1154	0.1477403258
1155	0.1476776916
1156	0.147564054
1157	0.1474901987
1158	0.1473832512
1159	0.1473108773
1160	0.1472434153
1161	0.1471346808
1162	0.1470350384
1163	0.1469347679
1164	0.146861419
1165	0.1467845305
1166	0.1466907399
1167	0.1466127972
1168	0.1465207689
1169	0.1463988913
1170	0.1463295196
1171	0.1462411213
1172	0.1461244019
1173	0.1460210268
1174	0.1459291397
1175	0.1458468199
1176	0.1457279066
1177	0.1456034265
1178	0.1455531241
1179	0.1454900712
1180	0.1453986481
1181	0.1453403345
1182	0.1452538004
1183	0.1451541867
1184	0.1450970125
1185	0.1450297258
1186	0.1449669576
1187	0.1449011622
1188	0.1448236812
1189	0.1447220095
1190	0.144623368
1191	0.1445101186
1192	0.1444486519
1193	0.1443182199
1194	0.1442006792
1195	0.1440763186
1196	0.1439581569
1197	0.1438849017
1198	0.1438236579
1199	0.1437517828
1200	0.1436862796
1201	0.1436087311
1202	0.1435075935
1203	0.1434367883
1204	0.1433772314
1205	0.1432975723
1206	0.1431913008
1207	0.1431019291
1208	0.1430279048
1209	0.1429674127
1210	0.1428481323
1211	0.142712682
1212	0.142642147
1213	0.1425826632
1214	0.1424869866
1215	0.1423420182
1216	0.1422379043
1217	0.1421235306
1218	0.1420107151
1219	0.1418951136
1220	0.141848181
1221	0.1417703677
1222	0.1416498691
1223	0.1415514259
1224	0.1415056359
1225	0.1414474544
1226	0.141333732
1227	0.1412491383
1228	0.141178624
1229	0.1410953442
1230	0.1409943911
1231	0.1409501852
1232	0.1408713839
1233	0.1407893197
1234	0.1406997158
1235	0.140646309
1236	0.1405727773
1237	0.1404863462
1238	0.1404204793
1239	0.1403503336
1240	0.1402531595
1241	0.1401685791
1242	0.1400847778
1243	0.1400146186
1244	0.1399659979
1245	0.1398637184
1246	0.1398040074
1247	0.1397487784
1248	0.1396872402
1249	0.1395691022
1250	0.1395127556
1251	0.1394265469
1252	0.139346123
1253	0.1392783313
1254	0.1391708011
1255	0.1391118153
1256	0.1390719216
1257	0.138956499
1258	0.138870047
1259	0.1387954009
1260	0.1387166122
1261	0.1386526598
1262	0.1385674058
1263	0.1384976338
1264	0.1384116842
1265	0.1383261728
1266	0.1382441693
1267	0.1381537819
1268	0.1381123311
1269	0.1380555117
1270	0.1379752121
1271	0.1379392889
1272	0.1378699208
1273	0.1377608735
1274	0.1376872813
1275	0.137614731
1276	0.1375470618
1277	0.1374399804
1278	0.1373810517
1279	0.137310493
1280	0.1372600758
1281	0.1372209406
1282	0.1371319931
1283	0.1370208228
1284	0.1368902935
1285	0.136794667
1286	0.1367192298
1287	0.1366588486
1288	0.1366059095
1289	0.1365524777
1290	0.1364544374
1291	0.1363883942
1292	0.1363261027
1293	0.1362221307
1294	0.1361629029
1295	0.1361056136
1296	0.1360620789
1297	0.1359742074
1298	0.1358760774
1299	0.1358255928
1300	0.1357676156
1301	0.1356875448
1302	0.1355944132
1303	0.1355196865
1304	0.1354498415
1305	0.1353835292
1306	0.135251452
1307	0.1351963641
1308	0.1351118899
1309	0.135068457
1310	0.1349852243
1311	0.134908238
1312	0.1348199637
1313	0.1347619726
1314	0.1346701787
1315	0.1345830354
1316	0.1345126002
1317	0.1344150707
1318	0.1343394315
1319	0.1342922403
1320	0.1342264591
1321	0.1341192412
1322	0.1340554726
1323	0.1340067425
1324	0.1339247588
1325	0.1338623379
1326	0.1338001019
1327	0.1337357864
1328	0.1336753281
1329	0.1335898168
1330	0.1335063082
1331	0.1334327145
1332	0.1333306202
1333	0.1332857761
1334	0.133210876
1335	0.1331049895
1336	0.1330035662
1337	0.1329170723
1338	0.1328193999
1339	0.1327556894
1340	0.132701211
1341	0.1326160778
1342	0.1325333715
1343	0.13245892
1344	0.1324002005
1345	0.1323293195
1346	0.1322602553
1347	0.1321967356
1348	0.132112313
1349	0.1320291213
1350	0.1319475767
1351	0.13190742
1352	0.1318272975
1353	0.1317371259
1354	0.1316660569
1355	0.1316037504
1356	0.1315569912
1357	0.1314889775
1358	0.1314094538
1359	0.1313539031
1360	0.131260448
1361	0.1311586862
1362	0.1311099525
1363	0.1310388736
1364	0.1309787035
1365	0.1309126255
1366	0.1308665777
1367	0.1307867756
1368	0.1307137228
1369	0.1306627676
1370	0.1305849904
1371	0.1305245633
1372	0.1304260164
1373	0.1303577938
1374	0.1302408546
1375	0.1301866383
1376	0.1301424178
1377	0.1300990947
1378	0.1300626027
1379	0.1299393567
1380	0.1298436553
1381	0.1297497641
1382	0.1296358419
1383	0.1295510498
1384	0.1294736662
1385	0.1294014163
1386	0.1293347711
1387	0.1292841825
1388	0.1292145887
1389	0.129142443
1390	0.1290856821
1391	0.1290221304
1392	0.1289780413
1393	0.1289074404
1394	0.1288297701
1395	0.1287985806
1396	0.1286863754
1397	0.1286234733
1398	0.1285736972
1399	0.1285113027
1400	0.1284133389
1401	0.1283699972
1402	0.1282666506
1403	0.1281970602
1404	0.1281293409
1405	0.1280816238
1406	0.1280149465
1407	0.1279672937
1408	0.1278801881
1409	0.1278223102
1410	0.1277623248
1411	0.1277051247
1412	0.1276609963
1413	0.1275784593
1414	0.12752259
1415	0.1274595248
1416	0.1274011337
1417	0.1273254612
1418	0.127273745
1419	0.1272036815
1420	0.1271306395
1421	0.1270392154
1422	0.1269752302
1423	0.1269376735
1424	0.1268565604
1425	0.1267557096
1426	0.1267020572
1427	0.1266396218
1428	0.1265800597
1429	0.1264877191
1430	0.1264136066
1431	0.1263434623
1432	0.1262444412
1433	0.1261500335
1434	0.1261252888
1435	0.1260455488
1436	0.125958724
1437	0.1258887706
1438	0.1258346812
1439	0.1257906624
1440	0.1257365769
1441	0.1256674804
1442	0.1256029996
1443	0.1255459996
1444	0.1254988501
1445	0.1254351099
1446	0.1253696744
1447	0.1253101942
1448	0.1252305713
1449	0.125184055
1450	0.1251337443
1451	0.1250816779
1452	0.1250256819
1453	0.1249515819
1454	0.1248538696
1455	0.1248091907
1456	0.1247596563
1457	0.124704408
1458	0.1246585851
1459	0.1245771851
1460	0.1244914448
1461	0.1244282982
1462	0.1243572779
1463	0.1243046872
1464	0.1242347698
1465	0.1241542334
1466	0.124063032
1467	0.1239771101
1468	0.123940154
1469	0.1238705253
1470	0.1237776159
1471	0.1237177225
1472	0.1236616696
1473	0.1236088054
1474	0.1235324459
1475	0.1234722366
1476	0.123369942
1477	0.1233320943
1478	0.1232625896
1479	0.1231753046
1480	0.12311291
1481	0.1230648041
1482	0.1229877751
1483	0.1229379489
1484	0.122889786
1485	0.1228176754
1486	0.1227384776
1487	0.1226866126
1488	0.1226072929
1489	0.1225371929
1490	0.1224881998
1491	0.122446233
1492	0.1223731598
1493	0.1223130275
1494	0.1222572143
1495	0.1222007071
1496	0.1221515044
1497	0.1220731444
1498	0.122023239
1499	0.1219780028
1500	0.121919076
1501	0.1218777654
1502	0.1218309604
1503	0.1217802677
1504	0.1217097877
1505	0.1216557488
1506	0.1215847647
1507	0.1215154905
1508	0.1214510289
1509	0.1213999774
1510	0.1213195754
1511	0.121220403
1512	0.1211711827
